text_id	text	task_1	task_2	task_3
hasoc_en_129	Trump downplays the time he said he’d take help from foreign actors offering dirt on 2020 Dems #Resist #ResistTrump #FuckTrump https://t.co/BPodenyc5R	NOT	NONE	NONE
hasoc_en_130	@UROCKlive1 He’s had the worst numbers of any president ever. Theres not much “Lower” to go. #TrumpIsATraitor	HOF	OFFN	TIN
hasoc_en_131	@BrianKarem @realDonaldTrump Pay no attention to the draft dodging charlatan behind the curtain! LOL!   #fucktrump #DumbDonnyTheDraftDodgingDotard #DraftDodgerDonny	NOT	NONE	NONE
hasoc_en_132	#shameonicc  English:#ShameOnICC   Indian daily soaps: Bahr aapki thoo-thoo ho rhi h znab  @aryashekhar67 🤣😂🤣	NOT	NONE	NONE
hasoc_en_133	Has someone really just sent me a snap whilst doing 90mph in a lorry??? #dickhead	NOT	NONE	NONE
hasoc_en_134	@FreemantlePaul @realDonaldTrump @FoxNews Which hurts you the most? Duel citizenship; or not having a sanctuary city to hide in? #douchebag	NOT	NONE	NONE
hasoc_en_135	Fck the US tho and #fucktrump https://t.co/Wyc6RQW02x	HOF	PRFN	UNT
hasoc_en_136	Watch our short, dark comedy, Time to Kill. #movie #film #comedy #darkcomedy #raunchy #funny #laugh #laughoutloud #hitman #killer #kill #murder #phone #cellphone #action #thriller #gun #silencer #lube #condom #tense #tension #dog #boxer #cutedogs #murderer  https://t.co/qkPaAuEm41	NOT	NONE	NONE
hasoc_en_137	@smiller4002 @therealkevinTE I just got back on Twitter a few weeks ago! I don’t have many followers so feel free to add me! 🤘🏻🇺🇸 #fucktrump	NOT	NONE	NONE
hasoc_en_138	@realDonaldTrump 50% APPROVAL TO RESIGN!!!    #FUCKTRUMP  #FUCKTHATPUTO	NOT	NONE	NONE
hasoc_en_139	#TrumpIsATraitor Call your Member of Congress https://t.co/PgH3jk4NYa	NOT	NONE	NONE
hasoc_en_140	#DoctorsFightBack | 'We have no political colour. This is just us - doctors,' say protesting doctors at NRS Hospital in Kolkata refuting West Bengal CM Mamata Banerjee, even as doctors from across India stand with them https://t.co/LGCyJUEBn5 https://t.co/7XbNRfE7Ff	NOT	NONE	NONE
hasoc_en_141	@TheRealOJ32 “getting even”  ? lock up the cutlery #murderer	NOT	NONE	NONE
hasoc_en_142	Wow, #fakeDonaldTrump discussing Venezuela and actually stating that he is always right.  Since #lierTrump is NEVER right, that is a bold (faced lie) statement.  When will the nightmare end?  When will congress #ImpeachTrump?  #idiotTrump	NOT	NONE	NONE
hasoc_en_143	Oh Emma , Its not a competition also you already lost #FuckTrump https://t.co/D2EInMUiws	NOT	NONE	NONE
hasoc_en_144	#INDvNZ | Cricket fans are venting their frustration with #ShameOnICC tweets and wondering why the ground staff could not cover the entire ground when the rain warning was given in advance.     Take a look at these tweets:    https://t.co/OL8AV678w6	NOT	NONE	NONE
hasoc_en_145	@realDonaldTrump This is one of the worst times to be American, because you are causing serious damage to our country. I sure don't wish you a Happy Father's Day, because everyone knows you're a terrible father. #DerangedDonald #TrumpisaTraitor #TrumpisaCriminal	HOF	OFFN	TIN
hasoc_en_146	Trump doesn’t know what the Hell he is talking about!!!!    He can’t help but spew B*llshit!!!   He’s a Disgrace &amp; 2020 can not get here fast enough!    #FuckfaceVonClownstick #fucktrump #LockTrumpUp #ImpeachTheMF #ImpeachTheMFTraitor https://t.co/vUdyQ5iEhk	HOF	PRFN	TIN
hasoc_en_147	#TrumpIsATraitor #TheResistance  Don't get me wrong there's nothing funny about what Trump said. On the other hand this is really amusing.  https://t.co/dQvwSpp29i	NOT	NONE	NONE
hasoc_en_148	43 percent of the hate speech #Facebook initially removed was restored within 90 days, and 100% of these restored posts were Islamophobic in nature.Facebook in India Is Drowning in #AntiMuslim Hate Speech  #Islamophobia https://t.co/Zj1lxJ4Vpv via @vicenews	NOT	NONE	NONE
hasoc_en_149	@itsJeffTiedrich Oh he definitely would’ve sold out everybody. #trumpisatraitor #TrumpMustResign	NOT	NONE	NONE
hasoc_en_150	#FuckTrump 💩    $41-million settlement in 'Central Park Five' case gets final approval https://t.co/ftsnNXyAdi	NOT	NONE	NONE
hasoc_en_151	@cenkuygur You are. False journalists with agendas on none existant fabrications. #douchebag	NOT	NONE	NONE
hasoc_en_152	Goddamit #fucktrump https://t.co/wLiQVcOCtG	NOT	NONE	NONE
hasoc_en_153	Amrinder Singh Malhi, President, RDA , AIIMS: All resident doctors are back to work but we will continue with symbolic protest by wearing black badges, bandages&amp;helmets. If condition worsens we will go on indefinite strike from June 17.   #DoctorsFightBack https://t.co/ouRG10Ph90	NOT	NONE	NONE
hasoc_en_154	@TheRealOJ32 Only in America can a murderer (come on, he did it) and convicted criminal immediately get half million followers. If you’re following, you’re condoning his actions and validating him. #OJdidit #conman #murderer	NOT	NONE	NONE
hasoc_en_155	No @GOP lawmakers with any guts? #TrumpIsATraitor https://t.co/acklHaRMZz	NOT	NONE	NONE
hasoc_en_156	@newtgingrich I'll type slowly so you can understand.  The GOP originated the request for the Steele dossier before they made trump their nominee.  And Steele is a Brit (ally), not russian (adversary).  Clinton is not a traitor but @POTUS is.  #TrumpIsATraitor   #GOPComplicitTraitors	NOT	NONE	NONE
hasoc_en_157	It could be the Tom &amp; Rory Show -    just got to get rid of the elephant in the room ..    #BorisJohnsonShouldNotBePM   #CorbynMustGo   #BollockstoBrexit https://t.co/CZ1YfCM8de	NOT	NONE	NONE
hasoc_en_158	@AdityaRajKaul Dukarr 🐷🐽🇵🇰 Mullah's drying for business deals with 🇮🇳🕉️ Bloody beggar's Allah ke naam de de, Chalo 🍅🍅 tamatar toh dedo !! 😂😂😂 #INDvPAK #CWC19  #ModiJiSeMilnaHai #FridayMotivation #ModiSurgicalSnub #ModiGlobalPower #ImranKhan #cwc11 #imranhataomulkbachao	HOF	PRFN	UNT
hasoc_en_159	I love the selective memory &amp; projecting from the right when they get owned 🙌🏼  #HappyJohnMcCainDay2019   #CadetBoneSpurs #TrumpIsATraitor   #NPD   #FridayThoughts https://t.co/heHiGF4h3n	NOT	NONE	NONE
hasoc_en_160	@The_OJSimpson32 You know what else is crazy is when a murderer has to play the race card to get off &amp; even though everyone knows he did it, he claims he’s going to find the “real” killers.   #Murderer 🔪🔪	NOT	NONE	NONE
hasoc_en_161	@ICC #ShameOnICC Now plz stop it...	NOT	NONE	NONE
hasoc_en_162	I appeal to all doctors in #WestBengal and throughout country, to return to work, as only poor people suffering, I assure I shall fight against Bengal Govt and Central govt for better security 2doctors! #DoctorsFightBack #savethedoctors Indian Medical Association #PrannoyRoy	NOT	NONE	NONE
hasoc_en_163	If all remaining get washed :   NZ - 12  Ind - 11  Eng - 10  Aus - 10  WI - 9  SL - 9  Pak - 9  Bang - 8   SA - 6  Afg - 6  Semi Final  Aus vs NZ  (If rain continues), NZ  Eng vs Ind  (If rain continues), Ind  Final  Ind vs NZ  (If rain continues), NZ - India will win jointly 🤣🤣. #ShameOnICC	NOT	NONE	NONE
hasoc_en_164	What a honorable noble human being huh . #douchebag https://t.co/wlXSvtRPGh	NOT	NONE	NONE
hasoc_en_165	@sianoresist A beautiful jail cell with a beautiful notepad to write beautiful love letters to Putin, Lil Rocket Man, Xi, and MBS..oh yeah and a big beautiful painted mural of John McCain and Robert Mueller on his cell walls!    #FuckTrump	NOT	NONE	NONE
hasoc_en_166	@realDonaldTrump Russian elected twit is #PutinsPuppet #TrumpIsATraitor https://t.co/8BHnUobBlE	NOT	NONE	NONE
hasoc_en_167	Oak Tree Given To #IdiotTrump By# Macron Dies Under Mysterious Circumstances https://t.co/GPhQL0PZvg	NOT	NONE	NONE
hasoc_en_168	HUMP DAY #9   @Unite2020 #FUCKTRUMP #VoteBlueNoMatterWho   @SoZooMe1   @LittleItalyPic   @CJ_isnowblue   @TerriDF   @umacoopa1   @fuckthewall2019 💩🤣  @ras4800   @heyjude831   @moonyeensghost   @donnaleeforte   @JimMick67  @TweetFiction   @SpacialK3   @Barbara27Morris   @candynorthgirl https://t.co/BEl6AI65kf	NOT	NONE	NONE
hasoc_en_169	#FuckTrump and his Birthday https://t.co/DmJBHyp9fi	NOT	NONE	NONE
hasoc_en_170	Think about that guy, who had planned a trip to UK from India just to watch #IndVsNz , told all his friends about it, spent 3 lakh rupees on everything just to experience the same old rain.  #ShameOnICC	NOT	NONE	NONE
hasoc_en_171	@gainedgod Ex army men &amp; Tory MPs Rory Stewart &amp; Tobias Ellewood shudder at the thought of Boris as Pm in the year of the 75th anniversary of Dday. I wonder why! #whereswally #boris #BorisJohnsonShouldNotBePM #cowardsfollowcowards #absentfathers https://t.co/SqsLMyRO9O	NOT	NONE	NONE
hasoc_en_172	@RealDeanCain It's pretty pathetic to have a social media acct dedicated to hating someone. 🙄 Ironic those people chanting things like #LoveTrumpsHate #LoveISLove are the same ones who say #FuckTrump. Hypocrites.	NOT	NONE	NONE
hasoc_en_173	“The One” who Slays Aussies 🏏 @SDhawan25     #INDvAUS #CWC2019 #cwc19  #DhoniKeepsTheGlove	NOT	NONE	NONE
hasoc_en_174	@ConnorAves #murderer, think of it’s family!!!!	NOT	NONE	NONE
hasoc_en_175	@realDonaldTrump @USArmy Happy John McCain Day Cadet Bonespurs! #JohnMcCainDay #TrumpIsATraitor	NOT	NONE	NONE
hasoc_en_176	@realDonaldTrump Has she gone looking for any remaining fragments of her soul? #Trump #TrumpIsATraitor	NOT	NONE	NONE
hasoc_en_177	@DevinCow @KimEGoldman Followed Ms. Goldman yesterday and blocked the #MURDERER yesterday. I've followed you since that bad boy sued you. Please follow me! https://t.co/K0dzRp5qEk	NOT	NONE	NONE
hasoc_en_178	@SenateGOP @realDonaldTrump Happy #JohnMcCainDay,  @SenateGOP!      #TrumpTheDraftDodger #McCainTrumpsBday #JohnMcCainAmericanHero #TrumpIsATraitor #JohnMcCainDay https://t.co/Ozqhp9i89e	NOT	NONE	NONE
hasoc_en_179	1 Stop Fashion Women Kurta  @ Rs.199 (mrp-1107)    https://t.co/xX3qfYe1kb    More 1 Stop Fashion Offers    https://t.co/PtVllOwFv9    https://t.co/xX3qfYe1kb    #DoctorsFightBack #SaveBengal #amazon #flipkart #deals #dealoftheday #amazingdeals #offers #discount #JaiShreeRam #ModiForAll	NOT	NONE	NONE
hasoc_en_180	Kamala Harris’s plan to provide DREAMers a pathway to citizenship, explained #Resist #ResistTrump #FuckTrump https://t.co/WfsltWy6NJ	NOT	NONE	NONE
hasoc_en_181	@GOP @realDonaldTrump 🇺🇸The best way to show your   commitment to real criminal justice   reform would be to get rid of the   criminal in the White House. NOW!    #TrumpIsATraitor  #DoSomethingGOP	NOT	NONE	NONE
hasoc_en_182	@HuffPost FBI agents Struck and Paige were fired because they exercised freedom of speech speech #TrumpIsATraitor #45IsAcriminal #TrumpCrimeFamily #McConnellMustGo #McConnellChaoCorruption	NOT	NONE	NONE
hasoc_en_183	Correct. Now is not the time for moderation. You cannot be moderate with your head inside the tiger's mouth. #FuckTrump https://t.co/IwEk3oZA1k	NOT	NONE	NONE
hasoc_en_184	Like Seriously!!! This is what i literally tell my friends everyday!    #Health #water #hydrated #healthy #WorldBloodDonorDay #NBAFinals #FridayMotivation #FridayFeeling #ShameonICC #WeTheNorth #instagramdown #India #meme #SarcasmOnly https://t.co/t2FpSEY823	NOT	NONE	NONE
hasoc_en_185	#stopboris #BorisJohnsonShouldNotBePM   #borisdoesnotrepresentme   #C4Debate   @chessmartinez     What an inspirational woman you are Francesca...    https://t.co/Dc592xcidO	NOT	NONE	NONE
hasoc_en_186	A billion Cricket fans waited four years to watch how it rains in England and how the cricket grounds are becoming swimming pools  #ShameOnICC   #CWC19 https://t.co/2Q27mU6WAC	NOT	NONE	NONE
hasoc_en_187	#Chernobyl #ShameOnICC  Akimov: The turbine is going too slow for the test to deliver any valid results, &amp; If we add mor....  Dyatlov: https://t.co/2zMUCFKYbX	NOT	NONE	NONE
hasoc_en_188	@FinancialXpress i appeal to all doctors through this channel ...    that   if you all are doing strike then do for years for all the responsible not for the common people who are helpless....    You all are second god .......    #DoctorsFightBack #DoctorsProtest #DoctorsStrike @MoHFW_INDIA	NOT	NONE	NONE
hasoc_en_189	“Ron Goldman’s sister hails him as ‘hero’ in first interview since OJ Simpson trial” Source: https://t.co/MYxrFSPqqb #RonGoldman #KimGoldman #FredGoldman #NicoleBrownSimpson #OJ #OJSimpson #TheJuice #Murderer	NOT	NONE	NONE
hasoc_en_190	@Gen_VKSingh @msdhoni @ICC I fully endorse You Sir.....     This is about our #NationalPride .......     I am of the Opinion #DhoniKeepsTheGlove	NOT	NONE	NONE
hasoc_en_191	@realDonaldTrump Happy #JohnMcCainDay   #fucktrump   #AmericansForImpeachment	NOT	NONE	NONE
hasoc_en_192	Trump's GOP allies privately cringe at dirt comments #Resist #ResistTrump #FuckTrump https://t.co/2wyFNQtdNY	NOT	NONE	NONE
hasoc_en_193	If u r living today it's bcoz of doctors.. #Savethedoctors #DoctorsFightBack #MamataLosingControl @MamataOfficial .... https://t.co/Wf0F0WLBM8	NOT	NONE	NONE
hasoc_en_194	Must Listen! I Stand With NRS https://t.co/hIRyPeDsCO via @YouTube #NRS #SAVEDOCTORS #India #NEWS #WestBengal #MamataLosingControl #DoctorsFightBack #DoctorsStrike #DoctorsProtest	NOT	NONE	NONE
hasoc_en_195	Anderson Cooper: All of Trump's threats were about nothing #Resist #ResistTrump #FuckTrump https://t.co/4jKzZnKTh3	NOT	NONE	NONE
hasoc_en_196	@ICC Have some sense 😂 Just creating issue out of nothing #DhoniKeepsTheGlove	NOT	NONE	NONE
hasoc_en_197	#DhoniKeepTheGlove dear icc you may not know but that logo is not political nor religious it is a logo of a army regiment so ms dhoni did nothing wrong #DhoniKeepsTheGlove  icc please research on it	NOT	NONE	NONE
hasoc_en_198	I knew the police wouldn’t do anything. So I am doing something. Feel how you will. I don’t care. Just be safe. His Twitter is beardedweirdness. Don’t kill him. #rapist #MeToo #becareful #arthurcampos	NOT	NONE	NONE
hasoc_en_199	@AprilDRyan He thinks that HE is the maligned one, just like Twitler. I will avoid that #murderer.	NOT	NONE	NONE
hasoc_en_200	#ShameOnICC focuses on Ground instead of doing Glove issue. Already I paid for the ticket.😂 https://t.co/Nx5Hr69nuf	NOT	NONE	NONE
hasoc_en_201	@mipaltan #ShameOnICC this #CWC19 winner is the incredible , undisputed ,reigning , attacker ,the powerhitter the pain none other than the england rain @ICC @cricketworldcup @BCCI  @ECB_cricket @7polly7 @ABdeVilliers17 @ajaydevgn @ajinkyarahane88 @akshaykumar @amlahash @shahidkapoor https://t.co/OPAv3veGwz	NOT	NONE	NONE
hasoc_en_202	@tedlieu @tricia_resists @KellyannePolls @realDonaldTrump #FireKellyanne #TrumpIsATraitor  #McCainsAHero #JohnMcCainDayJune14 and do not forget #PenceKnewEverything	NOT	NONE	NONE
hasoc_en_203	Trump says Kim has 'kept his word' hours after Bolton said he hasn't #Resist #ResistTrump #FuckTrump https://t.co/2pK4D11eTh	NOT	NONE	NONE
hasoc_en_204	Here are things you must know if you're Hindu.    #WorldBloodDonorDay #ShameOnICC #SaveBengal #FridayFeeling #SCOSummit2019 #MenInBlackReview #TheUnmissableMeeting #doctorsstrike #ENGvWI #spiritual #cultural #hindu #hinduism #ABrandNewDayOutNow https://t.co/rELbYCGpH3	NOT	NONE	NONE
hasoc_en_205	News is hard to take. I will hold  the belief, that no matter what it looks like- This President will be gone- somehow someway. My wish- WE WOULD SHOW HIS CORRUPTION ON TV- NOW - IN IMPEACHMENT HEARINGS.  PLEASE SOMEONE EXPLAIN to me why this isn't happening? #TrumpIsATraitor	NOT	NONE	NONE
hasoc_en_206	@SweetFreedom29 @IbraheemSamirah @DLoesch Progressives like this fool love these kinds of weapons #Murderer	NOT	NONE	NONE
hasoc_en_207	@YourStoryCo #ICCWorldCup2019 will turn out to be a swimming competition. #ShameOnICC	NOT	NONE	NONE
hasoc_en_208	@4YrsToday @erichards24 HAPPY JOHN MC CAIN DAY! #fucktrump #trumpcolluded #lazysumbitch	NOT	NONE	NONE
hasoc_en_209	Pete Buttigieg just gave his first foreign policy speech. He offered 5 clear proposals. #Resist #ResistTrump #FuckTrump https://t.co/fScveRX4Ms	NOT	NONE	NONE
hasoc_en_210	Whats @Swamy39 priority in life?    #ModiJiPleaseInkoKaamDo     #AbortionIsMurder #INDvAUS #AUSvIND #INDvsAUS #DhoniKeepTheGlove #JusticeForTwinkleSharma #JusticeForFarishta #Bharat #FreePrashantNow #DhoniKeepsTheGlove #WestBengal #Tirupati #GabbarisBack #SachinOpensAgain #starc	NOT	NONE	NONE
hasoc_en_211	Chris Georgiou - Bojo in the House https://t.co/laVTmCEiQW via @YouTube check it out, absolutely brilliant! @larionDS #BorisJohnson #BoJo #BorisJohnsonShouldNotBePM	NOT	NONE	NONE
hasoc_en_212	#DoctorsProtest #DoctorsStrike #DoctorStrike #DoctorsFightBack #DoctorsUnderOppression #Doctors     REMEMBER DR. KAFEEL KHAN FROM #UttarPradesh ❓    HE WAS JAILED BY @myogiadityanath GOVERNMENT‼️    #Doctors SHOULD HAVE FOUGHT BACK THEN TOO‼️    ANYTHING POLITICAL ABOUT IT ‼️❓ https://t.co/D9wy9wyEG9	NOT	NONE	NONE
hasoc_en_213	@realDonaldTrump You are a crook and a national embarrassment.  #FUCKTRUMP  #impeach45  Happy #JohnMcCainDay	HOF	OFFN	TIN
hasoc_en_214	@Conservatives a 'Johnson' is slang for a penis. #Dickhead #NominativeDeterminism  #ToriesOut #PeoplesVote #Blindingobvious	HOF	OFFN	TIN
hasoc_en_215	Japanese internment camp all over again but with latinos kids!  This shit is going way too far now!!  Family separation has been upgraded!!! #FuckTrump #Bernie2020 #BernieSanders https://t.co/0BcRJVno0e	NOT	NONE	NONE
hasoc_en_216	And what who are they going to gun down loser Trump in the WH? #dickhead https://t.co/DiJhvonXhv	NOT	NONE	NONE
hasoc_en_217	Thats The Story Of Indian Batting....When Our Top-3 Clicks...We Dont Need Any Stable No.4...We Just Need Finishers🤩 #GermanyCheersForIndia #INDvAUS #ICCWorldCup2019 #AUSvIND #AusVsInd #Dhoni #DhoniKeepsTheGlove #Shikhar #Rohit #Kohli #pandya	NOT	NONE	NONE
hasoc_en_218	#womensrights #humanrights #fucktrump  'U.S. court rules against #Trump administration in immigrant teen abortion case' - https://t.co/1JXH2TLgtE	NOT	NONE	NONE
hasoc_en_219	@realDonaldTrump “I was such an amazing quarterback in high school, that I can tell you. Watch these 50 year old videos...” 🙄    Dolt45 loves to prove over and over again what a PATHETIC LOSER he is. Can you please for one day show just a little bit of class?    #Douchebag	HOF	OFFN	TIN
hasoc_en_220	UAE investors hit as dodgy #halal firm #IMAJewels folds up in India https://t.co/Pk6ZWP7jOY #Imafraud #Imascam #Bengaluru #Ponzi #UAE #Halal	NOT	NONE	NONE
hasoc_en_221	@GOP @realDonaldTrump I suppose he'll be celebrating his birthday at one of his golf properties on taxpayer money??    #TrumpIsATraitor   #ResignAndGiveAmericaAGift https://t.co/lKubflbFXw	NOT	NONE	NONE
